lr: 0.05
batch_size: 256
txt_file_name: ./preparing_clip/pth/cifar100_a_photo_of_label.pth
Epoch: [0][0/196]	 loss 35.03744	 loss_align: 27.8351 loss_distill: 7.2024 
Epoch: [45][150/196]	 loss 2.69372	 loss_align: 0.0795 loss_distill: 2.6142 
Epoch: [45][155/196]	 loss 2.78940	 loss_align: 0.1996 loss_distill: 2.5898 
Epoch: [45][160/196]	 loss 2.58978	 loss_align: 0.1007 loss_distill: 2.4890 
Epoch: [45][165/196]	 loss 2.79006	 loss_align: 0.1457 loss_distill: 2.6443 
Epoch: [45][170/196]	 loss 2.64275	 loss_align: 0.1588 loss_distill: 2.4839 
Epoch: [45][175/196]	 loss 2.56370	 loss_align: 0.1628 loss_distill: 2.4009 
Epoch: [45][180/196]	 loss 2.84750	 loss_align: 0.1466 loss_distill: 2.7009 
Epoch: [45][185/196]	 loss 2.59192	 loss_align: 0.1028 loss_distill: 2.4891 
Epoch: [45][190/196]	 loss 2.85546	 loss_align: 0.1603 loss_distill: 2.6952 
Epoch: [45][195/196]	 loss 0.41740	 loss_align: 0.0260 loss_distill: 0.3914 
Train Epoch: 45 Avg Loss: 2.7159 Batch_size: 256 lr: 0.04654648 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [46][0/196]	 loss 2.71608	 loss_align: 0.1386 loss_distill: 2.5775 
Epoch: [46][5/196]	 loss 2.78160	 loss_align: 0.0894 loss_distill: 2.6922 
Epoch: [46][10/196]	 loss 2.75086	 loss_align: 0.0747 loss_distill: 2.6762 
Epoch: [46][15/196]	 loss 2.65541	 loss_align: 0.1062 loss_distill: 2.5493 
Epoch: [46][20/196]	 loss 2.76134	 loss_align: 0.1464 loss_distill: 2.6150 
Epoch: [46][25/196]	 loss 2.57122	 loss_align: 0.1270 loss_distill: 2.4443 
Epoch: [46][30/196]	 loss 2.88415	 loss_align: 0.0850 loss_distill: 2.7991 
Epoch: [46][35/196]	 loss 2.49077	 loss_align: 0.1526 loss_distill: 2.3382 
Epoch: [46][40/196]	 loss 2.64226	 loss_align: 0.0839 loss_distill: 2.5583 
Epoch: [46][45/196]	 loss 2.79054	 loss_align: 0.1084 loss_distill: 2.6821 
Epoch: [46][50/196]	 loss 2.97814	 loss_align: 0.2006 loss_distill: 2.7776 
Epoch: [46][55/196]	 loss 2.62170	 loss_align: 0.1017 loss_distill: 2.5200 
Epoch: [46][60/196]	 loss 2.78879	 loss_align: 0.1695 loss_distill: 2.6193 
Epoch: [46][65/196]	 loss 2.98286	 loss_align: 0.1666 loss_distill: 2.8162 
Epoch: [46][70/196]	 loss 2.69064	 loss_align: 0.1013 loss_distill: 2.5893 
Epoch: [46][75/196]	 loss 2.73315	 loss_align: 0.1438 loss_distill: 2.5893 
Epoch: [46][80/196]	 loss 2.75047	 loss_align: 0.1034 loss_distill: 2.6471 
Epoch: [46][85/196]	 loss 2.75090	 loss_align: 0.1015 loss_distill: 2.6494 
Epoch: [46][90/196]	 loss 2.82941	 loss_align: 0.0990 loss_distill: 2.7304 
Epoch: [46][95/196]	 loss 2.71447	 loss_align: 0.0670 loss_distill: 2.6475 
Epoch: [46][100/196]	 loss 2.64337	 loss_align: 0.0834 loss_distill: 2.5600 
Epoch: [46][105/196]	 loss 2.68036	 loss_align: 0.1047 loss_distill: 2.5756 
Epoch: [46][110/196]	 loss 2.49545	 loss_align: 0.1372 loss_distill: 2.3582 
Epoch: [46][115/196]	 loss 2.61331	 loss_align: 0.1290 loss_distill: 2.4843 
Epoch: [46][120/196]	 loss 2.82394	 loss_align: 0.1566 loss_distill: 2.6673 
Epoch: [46][125/196]	 loss 2.77569	 loss_align: 0.0993 loss_distill: 2.6764 
Epoch: [46][130/196]	 loss 2.88182	 loss_align: 0.1158 loss_distill: 2.7660 
Epoch: [46][135/196]	 loss 2.71966	 loss_align: 0.0827 loss_distill: 2.6370 
Epoch: [46][140/196]	 loss 2.70965	 loss_align: 0.1088 loss_distill: 2.6009 
Epoch: [46][145/196]	 loss 2.53939	 loss_align: 0.0939 loss_distill: 2.4455 
Epoch: [46][150/196]	 loss 2.83767	 loss_align: 0.1304 loss_distill: 2.7073 
Epoch: [46][155/196]	 loss 2.75907	 loss_align: 0.0932 loss_distill: 2.6659 
Epoch: [46][160/196]	 loss 2.97464	 loss_align: 0.1725 loss_distill: 2.8021 
Epoch: [46][165/196]	 loss 2.72234	 loss_align: 0.0800 loss_distill: 2.6424 
Epoch: [46][170/196]	 loss 2.68859	 loss_align: 0.1217 loss_distill: 2.5669 
Epoch: [46][175/196]	 loss 2.84612	 loss_align: 0.1332 loss_distill: 2.7129 
Epoch: [46][180/196]	 loss 2.71312	 loss_align: 0.1478 loss_distill: 2.5653 
Epoch: [46][185/196]	 loss 2.68872	 loss_align: 0.0840 loss_distill: 2.6047 
Epoch: [46][190/196]	 loss 2.56274	 loss_align: 0.0914 loss_distill: 2.4713 
Epoch: [46][195/196]	 loss 0.30948	 loss_align: 0.0324 loss_distill: 0.2771 
Train Epoch: 46 Avg Loss: 2.7085 Batch_size: 256 lr: 0.04797042 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [47][0/196]	 loss 2.62784	 loss_align: 0.1516 loss_distill: 2.4762 
Epoch: [47][5/196]	 loss 2.62687	 loss_align: 0.1059 loss_distill: 2.5210 
Epoch: [47][10/196]	 loss 2.63718	 loss_align: 0.0944 loss_distill: 2.5428 
Epoch: [47][15/196]	 loss 2.64878	 loss_align: 0.1093 loss_distill: 2.5395 
Epoch: [47][20/196]	 loss 2.81670	 loss_align: 0.1140 loss_distill: 2.7027 
Epoch: [47][25/196]	 loss 2.84161	 loss_align: 0.0958 loss_distill: 2.7459 
Epoch: [47][30/196]	 loss 2.72101	 loss_align: 0.0964 loss_distill: 2.6246 
Epoch: [47][35/196]	 loss 2.70777	 loss_align: 0.1251 loss_distill: 2.5827 
Epoch: [47][40/196]	 loss 2.48339	 loss_align: 0.1338 loss_distill: 2.3496 
Epoch: [47][45/196]	 loss 2.88748	 loss_align: 0.1216 loss_distill: 2.7659 
Epoch: [47][50/196]	 loss 2.62738	 loss_align: 0.1517 loss_distill: 2.4757 
Epoch: [47][55/196]	 loss 2.72596	 loss_align: 0.0775 loss_distill: 2.6485 
Epoch: [47][60/196]	 loss 2.72196	 loss_align: 0.0780 loss_distill: 2.6440 
Epoch: [47][65/196]	 loss 2.47150	 loss_align: 0.0995 loss_distill: 2.3720 
Epoch: [47][70/196]	 loss 2.67988	 loss_align: 0.0954 loss_distill: 2.5845 
Epoch: [47][75/196]	 loss 2.88440	 loss_align: 0.0928 loss_distill: 2.7916 
Epoch: [47][80/196]	 loss 2.88674	 loss_align: 0.1379 loss_distill: 2.7488 
Epoch: [47][85/196]	 loss 2.68940	 loss_align: 0.1160 loss_distill: 2.5734 
Epoch: [47][90/196]	 loss 2.50956	 loss_align: 0.0864 loss_distill: 2.4232 
Epoch: [47][95/196]	 loss 2.73815	 loss_align: 0.0913 loss_distill: 2.6468 
Epoch: [47][100/196]	 loss 2.78607	 loss_align: 0.1379 loss_distill: 2.6482 
Epoch: [47][105/196]	 loss 2.68713	 loss_align: 0.0877 loss_distill: 2.5994 
Epoch: [47][110/196]	 loss 3.05779	 loss_align: 0.2150 loss_distill: 2.8428 
Epoch: [47][115/196]	 loss 2.86969	 loss_align: 0.1586 loss_distill: 2.7111 
Epoch: [47][120/196]	 loss 2.74864	 loss_align: 0.0822 loss_distill: 2.6664 
Epoch: [47][125/196]	 loss 2.61525	 loss_align: 0.1218 loss_distill: 2.4934 
Epoch: [47][130/196]	 loss 2.65713	 loss_align: 0.1202 loss_distill: 2.5370 
Epoch: [47][135/196]	 loss 2.63269	 loss_align: 0.0867 loss_distill: 2.5460 
Epoch: [47][140/196]	 loss 2.58396	 loss_align: 0.1326 loss_distill: 2.4513 
Epoch: [47][145/196]	 loss 2.72484	 loss_align: 0.0918 loss_distill: 2.6330 
Epoch: [47][150/196]	 loss 2.74854	 loss_align: 0.1343 loss_distill: 2.6142 
Epoch: [47][155/196]	 loss 2.56737	 loss_align: 0.1135 loss_distill: 2.4539 
Epoch: [47][160/196]	 loss 2.64064	 loss_align: 0.1414 loss_distill: 2.4993 
Epoch: [47][165/196]	 loss 2.64373	 loss_align: 0.1112 loss_distill: 2.5325 
Epoch: [47][170/196]	 loss 2.66056	 loss_align: 0.1051 loss_distill: 2.5555 
Epoch: [47][175/196]	 loss 2.76532	 loss_align: 0.1335 loss_distill: 2.6318 
Epoch: [47][180/196]	 loss 2.46013	 loss_align: 0.1140 loss_distill: 2.3461 
Epoch: [47][185/196]	 loss 2.70074	 loss_align: 0.1195 loss_distill: 2.5812 
Epoch: [47][190/196]	 loss 2.58054	 loss_align: 0.0904 loss_distill: 2.4902 
Epoch: [47][195/196]	 loss 0.40232	 loss_align: 0.0246 loss_distill: 0.3777 
Train Epoch: 47 Avg Loss: 2.7039 Batch_size: 256 lr: 0.04903289 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [48][0/196]	 loss 3.03102	 loss_align: 0.1548 loss_distill: 2.8762 
Epoch: [48][5/196]	 loss 2.85752	 loss_align: 0.2120 loss_distill: 2.6455 
Epoch: [48][10/196]	 loss 2.83473	 loss_align: 0.0906 loss_distill: 2.7442 
Epoch: [48][15/196]	 loss 2.80632	 loss_align: 0.1165 loss_distill: 2.6898 
Epoch: [48][20/196]	 loss 2.72642	 loss_align: 0.1438 loss_distill: 2.5826 
Epoch: [48][25/196]	 loss 2.92145	 loss_align: 0.1439 loss_distill: 2.7776 
Epoch: [48][30/196]	 loss 2.65404	 loss_align: 0.1386 loss_distill: 2.5155 
Epoch: [48][35/196]	 loss 2.48142	 loss_align: 0.0682 loss_distill: 2.4132 
Epoch: [48][40/196]	 loss 2.79371	 loss_align: 0.1180 loss_distill: 2.6757 
Epoch: [48][45/196]	 loss 2.63099	 loss_align: 0.1780 loss_distill: 2.4530 
Epoch: [48][50/196]	 loss 2.69724	 loss_align: 0.1435 loss_distill: 2.5537 
Epoch: [48][55/196]	 loss 2.70588	 loss_align: 0.1616 loss_distill: 2.5442 
Epoch: [48][60/196]	 loss 2.47060	 loss_align: 0.0837 loss_distill: 2.3869 
Epoch: [48][65/196]	 loss 3.02318	 loss_align: 0.1405 loss_distill: 2.8827 
Epoch: [48][70/196]	 loss 2.81131	 loss_align: 0.0742 loss_distill: 2.7371 
Epoch: [48][75/196]	 loss 2.93063	 loss_align: 0.1073 loss_distill: 2.8234 
Epoch: [48][80/196]	 loss 2.76191	 loss_align: 0.1231 loss_distill: 2.6388 
Epoch: [48][85/196]	 loss 2.73733	 loss_align: 0.1319 loss_distill: 2.6054 
Epoch: [48][90/196]	 loss 2.67190	 loss_align: 0.1521 loss_distill: 2.5198 
Epoch: [48][95/196]	 loss 2.80261	 loss_align: 0.1098 loss_distill: 2.6928 
Epoch: [48][100/196]	 loss 2.65260	 loss_align: 0.0871 loss_distill: 2.5655 
Epoch: [48][105/196]	 loss 2.72623	 loss_align: 0.0948 loss_distill: 2.6315 
Epoch: [48][110/196]	 loss 2.81354	 loss_align: 0.1470 loss_distill: 2.6665 
Epoch: [48][115/196]	 loss 2.46165	 loss_align: 0.0995 loss_distill: 2.3622 
Epoch: [48][120/196]	 loss 2.67847	 loss_align: 0.0889 loss_distill: 2.5895 
Epoch: [48][125/196]	 loss 2.63157	 loss_align: 0.1068 loss_distill: 2.5248 
Epoch: [48][130/196]	 loss 2.86158	 loss_align: 0.1563 loss_distill: 2.7053 
Epoch: [48][135/196]	 loss 2.87678	 loss_align: 0.1073 loss_distill: 2.7695 
Epoch: [48][140/196]	 loss 2.81933	 loss_align: 0.1391 loss_distill: 2.6802 
Epoch: [48][145/196]	 loss 3.13084	 loss_align: 0.1832 loss_distill: 2.9477 
Epoch: [48][150/196]	 loss 2.71309	 loss_align: 0.0965 loss_distill: 2.6166 
Epoch: [48][155/196]	 loss 2.64140	 loss_align: 0.1208 loss_distill: 2.5206 
Epoch: [48][160/196]	 loss 2.58253	 loss_align: 0.0822 loss_distill: 2.5003 
Epoch: [48][165/196]	 loss 2.71769	 loss_align: 0.1085 loss_distill: 2.6092 
Epoch: [48][170/196]	 loss 2.81561	 loss_align: 0.1138 loss_distill: 2.7018 
Epoch: [48][175/196]	 loss 2.74532	 loss_align: 0.0976 loss_distill: 2.6477 
Epoch: [48][180/196]	 loss 2.93007	 loss_align: 0.1055 loss_distill: 2.8246 
Epoch: [48][185/196]	 loss 2.54826	 loss_align: 0.0832 loss_distill: 2.4650 
Epoch: [48][190/196]	 loss 2.54922	 loss_align: 0.1347 loss_distill: 2.4145 
Epoch: [48][195/196]	 loss 0.01180	 loss_align: 0.0354 loss_distill: -0.0236 
Train Epoch: 48 Avg Loss: 2.7006 Batch_size: 256 lr: 0.04971712 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [49][0/196]	 loss 2.72701	 loss_align: 0.1169 loss_distill: 2.6101 
Epoch: [49][5/196]	 loss 2.81402	 loss_align: 0.0906 loss_distill: 2.7234 
Epoch: [49][10/196]	 loss 2.75988	 loss_align: 0.1087 loss_distill: 2.6511 
Epoch: [49][15/196]	 loss 2.98077	 loss_align: 0.2148 loss_distill: 2.7660 
Epoch: [49][20/196]	 loss 2.90529	 loss_align: 0.1195 loss_distill: 2.7858 
Epoch: [49][25/196]	 loss 2.56974	 loss_align: 0.0814 loss_distill: 2.4883 
Epoch: [49][30/196]	 loss 2.67515	 loss_align: 0.0848 loss_distill: 2.5904 
Epoch: [49][35/196]	 loss 2.73685	 loss_align: 0.0694 loss_distill: 2.6674 
Epoch: [49][40/196]	 loss 2.61348	 loss_align: 0.0598 loss_distill: 2.5536 
Epoch: [49][45/196]	 loss 2.87661	 loss_align: 0.2089 loss_distill: 2.6677 
Epoch: [49][50/196]	 loss 2.83420	 loss_align: 0.1239 loss_distill: 2.7103 
Epoch: [49][55/196]	 loss 2.64488	 loss_align: 0.1506 loss_distill: 2.4942 
Epoch: [49][60/196]	 loss 2.93609	 loss_align: 0.1107 loss_distill: 2.8254 
Epoch: [49][65/196]	 loss 2.64561	 loss_align: 0.1189 loss_distill: 2.5267 
Epoch: [49][70/196]	 loss 2.45128	 loss_align: 0.1062 loss_distill: 2.3450 
Epoch: [49][75/196]	 loss 2.55687	 loss_align: 0.1113 loss_distill: 2.4456 
Epoch: [49][80/196]	 loss 2.59166	 loss_align: 0.0929 loss_distill: 2.4987 
Epoch: [49][85/196]	 loss 2.87831	 loss_align: 0.0906 loss_distill: 2.7877 
Epoch: [49][90/196]	 loss 2.73949	 loss_align: 0.1557 loss_distill: 2.5838 
Epoch: [49][95/196]	 loss 2.74802	 loss_align: 0.0835 loss_distill: 2.6646 
Epoch: [49][100/196]	 loss 2.95084	 loss_align: 0.1293 loss_distill: 2.8216 
Epoch: [49][105/196]	 loss 2.65591	 loss_align: 0.1759 loss_distill: 2.4800 
Epoch: [49][110/196]	 loss 2.85799	 loss_align: 0.1219 loss_distill: 2.7361 
Epoch: [49][115/196]	 loss 2.69978	 loss_align: 0.1015 loss_distill: 2.5983 
Epoch: [49][120/196]	 loss 2.72986	 loss_align: 0.1089 loss_distill: 2.6210 
Epoch: [49][125/196]	 loss 2.76234	 loss_align: 0.2025 loss_distill: 2.5598 
Epoch: [49][130/196]	 loss 2.58019	 loss_align: 0.1111 loss_distill: 2.4691 
Epoch: [49][135/196]	 loss 2.71585	 loss_align: 0.1370 loss_distill: 2.5789 
Epoch: [49][140/196]	 loss 2.80864	 loss_align: 0.1376 loss_distill: 2.6711 
Epoch: [49][145/196]	 loss 2.50954	 loss_align: 0.0748 loss_distill: 2.4347 
Epoch: [49][150/196]	 loss 2.60983	 loss_align: 0.0759 loss_distill: 2.5339 
Epoch: [49][155/196]	 loss 2.78353	 loss_align: 0.0678 loss_distill: 2.7157 
Epoch: [49][160/196]	 loss 2.71437	 loss_align: 0.1127 loss_distill: 2.6016 
Epoch: [49][165/196]	 loss 2.46118	 loss_align: 0.0947 loss_distill: 2.3665 
Epoch: [49][170/196]	 loss 2.68046	 loss_align: 0.1317 loss_distill: 2.5487 
Epoch: [49][175/196]	 loss 2.65640	 loss_align: 0.1430 loss_distill: 2.5134 
Epoch: [49][180/196]	 loss 2.60645	 loss_align: 0.1190 loss_distill: 2.4875 
Epoch: [49][185/196]	 loss 2.84782	 loss_align: 0.1296 loss_distill: 2.7182 
Epoch: [49][190/196]	 loss 2.59503	 loss_align: 0.1099 loss_distill: 2.4851 
Epoch: [49][195/196]	 loss 0.26640	 loss_align: 0.0246 loss_distill: 0.2418 
Train Epoch: 49 Avg Loss: 2.6925 Batch_size: 256 lr: 0.05001233 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [50][0/196]	 loss 2.81458	 loss_align: 0.1607 loss_distill: 2.6539 
Epoch: [50][5/196]	 loss 2.66891	 loss_align: 0.1094 loss_distill: 2.5595 
Epoch: [50][10/196]	 loss 2.79063	 loss_align: 0.0665 loss_distill: 2.7241 
Epoch: [50][15/196]	 loss 2.57846	 loss_align: 0.1044 loss_distill: 2.4740 
Epoch: [50][20/196]	 loss 2.88855	 loss_align: 0.1294 loss_distill: 2.7591 
Epoch: [50][25/196]	 loss 2.84076	 loss_align: 0.1127 loss_distill: 2.7281 
Epoch: [50][30/196]	 loss 2.60933	 loss_align: 0.1175 loss_distill: 2.4918 
Epoch: [50][35/196]	 loss 2.95492	 loss_align: 0.1474 loss_distill: 2.8075 
Epoch: [50][40/196]	 loss 2.75851	 loss_align: 0.0711 loss_distill: 2.6874 
Epoch: [50][45/196]	 loss 2.84149	 loss_align: 0.0894 loss_distill: 2.7521 
Epoch: [50][50/196]	 loss 2.53305	 loss_align: 0.0892 loss_distill: 2.4438 
Epoch: [50][55/196]	 loss 2.39358	 loss_align: 0.1095 loss_distill: 2.2841 
Epoch: [50][60/196]	 loss 2.73760	 loss_align: 0.1012 loss_distill: 2.6364 
Epoch: [50][65/196]	 loss 2.94148	 loss_align: 0.0675 loss_distill: 2.8740 
Epoch: [50][70/196]	 loss 2.55060	 loss_align: 0.1306 loss_distill: 2.4200 
Epoch: [50][75/196]	 loss 2.69858	 loss_align: 0.1166 loss_distill: 2.5820 
Epoch: [50][80/196]	 loss 2.56251	 loss_align: 0.1131 loss_distill: 2.4494 
Epoch: [50][85/196]	 loss 2.90535	 loss_align: 0.1285 loss_distill: 2.7769 
Epoch: [50][90/196]	 loss 2.77326	 loss_align: 0.1549 loss_distill: 2.6183 
Epoch: [50][95/196]	 loss 2.60333	 loss_align: 0.1549 loss_distill: 2.4485 
Epoch: [50][100/196]	 loss 2.76492	 loss_align: 0.1507 loss_distill: 2.6142 
Epoch: [50][105/196]	 loss 2.69231	 loss_align: 0.0822 loss_distill: 2.6101 
Epoch: [50][110/196]	 loss 2.65730	 loss_align: 0.0743 loss_distill: 2.5830 
Epoch: [50][115/196]	 loss 2.76676	 loss_align: 0.1670 loss_distill: 2.5998 
Epoch: [50][120/196]	 loss 2.53054	 loss_align: 0.1334 loss_distill: 2.3971 
Epoch: [50][125/196]	 loss 2.81907	 loss_align: 0.1719 loss_distill: 2.6472 
Epoch: [50][130/196]	 loss 2.76188	 loss_align: 0.1720 loss_distill: 2.5899 
Epoch: [50][135/196]	 loss 2.75702	 loss_align: 0.0990 loss_distill: 2.6580 
Epoch: [50][140/196]	 loss 2.74566	 loss_align: 0.1025 loss_distill: 2.6431 
Epoch: [50][145/196]	 loss 2.72590	 loss_align: 0.1707 loss_distill: 2.5552 
Epoch: [50][150/196]	 loss 2.53313	 loss_align: 0.0771 loss_distill: 2.4561 
Epoch: [50][155/196]	 loss 2.45322	 loss_align: 0.0578 loss_distill: 2.3955 
Epoch: [50][160/196]	 loss 2.62341	 loss_align: 0.1120 loss_distill: 2.5114 
Epoch: [50][165/196]	 loss 2.86853	 loss_align: 0.1358 loss_distill: 2.7327 
Epoch: [50][170/196]	 loss 2.82672	 loss_align: 0.1384 loss_distill: 2.6884 
Epoch: [50][175/196]	 loss 2.77203	 loss_align: 0.1254 loss_distill: 2.6467 
Epoch: [50][180/196]	 loss 2.71123	 loss_align: 0.1055 loss_distill: 2.6058 
Epoch: [50][185/196]	 loss 2.65497	 loss_align: 0.0698 loss_distill: 2.5852 
Epoch: [50][190/196]	 loss 2.77532	 loss_align: 0.1205 loss_distill: 2.6548 
Epoch: [50][195/196]	 loss -0.24976	 loss_align: 0.0414 loss_distill: -0.2912 
Train Epoch: 50 Avg Loss: 2.6972 Batch_size: 256 lr: 0.04991386 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [51][0/196]	 loss 2.74567	 loss_align: 0.1226 loss_distill: 2.6231 
Epoch: [51][5/196]	 loss 2.67255	 loss_align: 0.1324 loss_distill: 2.5402 
Epoch: [51][10/196]	 loss 2.69156	 loss_align: 0.0992 loss_distill: 2.5924 
Epoch: [51][15/196]	 loss 2.89569	 loss_align: 0.1381 loss_distill: 2.7576 
Epoch: [51][20/196]	 loss 2.60521	 loss_align: 0.1042 loss_distill: 2.5010 
Epoch: [51][25/196]	 loss 2.83654	 loss_align: 0.1054 loss_distill: 2.7311 
Epoch: [51][30/196]	 loss 2.81218	 loss_align: 0.1527 loss_distill: 2.6595 
Epoch: [51][35/196]	 loss 2.53479	 loss_align: 0.1071 loss_distill: 2.4277 
Epoch: [51][40/196]	 loss 2.80622	 loss_align: 0.0974 loss_distill: 2.7088 
Epoch: [51][45/196]	 loss 2.55758	 loss_align: 0.1229 loss_distill: 2.4347 
Epoch: [51][50/196]	 loss 2.54987	 loss_align: 0.1453 loss_distill: 2.4045 
Epoch: [51][55/196]	 loss 2.61401	 loss_align: 0.0906 loss_distill: 2.5234 
Epoch: [51][60/196]	 loss 2.64464	 loss_align: 0.0881 loss_distill: 2.5565 
Epoch: [51][65/196]	 loss 2.81798	 loss_align: 0.1144 loss_distill: 2.7036 
Epoch: [51][70/196]	 loss 2.71895	 loss_align: 0.1398 loss_distill: 2.5792 
Epoch: [51][75/196]	 loss 2.84340	 loss_align: 0.0746 loss_distill: 2.7688 
Epoch: [51][80/196]	 loss 2.49613	 loss_align: 0.1554 loss_distill: 2.3407 
Epoch: [51][85/196]	 loss 2.83116	 loss_align: 0.1342 loss_distill: 2.6970 
Epoch: [51][90/196]	 loss 2.61113	 loss_align: 0.1890 loss_distill: 2.4221 
Epoch: [51][95/196]	 loss 2.70058	 loss_align: 0.1346 loss_distill: 2.5660 
Epoch: [51][100/196]	 loss 2.50075	 loss_align: 0.0726 loss_distill: 2.4281 
Epoch: [51][105/196]	 loss 2.53551	 loss_align: 0.0782 loss_distill: 2.4573 
Epoch: [51][110/196]	 loss 2.50306	 loss_align: 0.1152 loss_distill: 2.3879 
Epoch: [51][115/196]	 loss 2.91820	 loss_align: 0.0965 loss_distill: 2.8217 
Epoch: [51][120/196]	 loss 2.48918	 loss_align: 0.0765 loss_distill: 2.4127 
Epoch: [51][125/196]	 loss 2.76479	 loss_align: 0.1479 loss_distill: 2.6169 
Epoch: [51][130/196]	 loss 2.66711	 loss_align: 0.0896 loss_distill: 2.5775 
Epoch: [51][135/196]	 loss 2.63720	 loss_align: 0.0845 loss_distill: 2.5527 
Epoch: [51][140/196]	 loss 2.73470	 loss_align: 0.0967 loss_distill: 2.6380 
Epoch: [51][145/196]	 loss 2.84868	 loss_align: 0.1608 loss_distill: 2.6878 
Epoch: [51][150/196]	 loss 2.82947	 loss_align: 0.0819 loss_distill: 2.7475 
Epoch: [51][155/196]	 loss 2.82815	 loss_align: 0.1403 loss_distill: 2.6878 
Epoch: [51][160/196]	 loss 2.67976	 loss_align: 0.0951 loss_distill: 2.5846 
Epoch: [51][165/196]	 loss 2.71491	 loss_align: 0.0929 loss_distill: 2.6220 
Epoch: [51][170/196]	 loss 2.71774	 loss_align: 0.1084 loss_distill: 2.6094 
Epoch: [51][175/196]	 loss 2.70277	 loss_align: 0.1331 loss_distill: 2.5697 
Epoch: [51][180/196]	 loss 2.54192	 loss_align: 0.1064 loss_distill: 2.4355 
Epoch: [51][185/196]	 loss 2.59687	 loss_align: 0.1398 loss_distill: 2.4571 
Epoch: [51][190/196]	 loss 2.81400	 loss_align: 0.1948 loss_distill: 2.6192 
Epoch: [51][195/196]	 loss 0.68124	 loss_align: 0.1362 loss_distill: 0.5451 
Train Epoch: 51 Avg Loss: 2.6879 Batch_size: 256 lr: 0.04942327 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [52][0/196]	 loss 2.73570	 loss_align: 0.1315 loss_distill: 2.6042 
Epoch: [52][5/196]	 loss 2.63421	 loss_align: 0.1055 loss_distill: 2.5287 
Epoch: [52][10/196]	 loss 2.89003	 loss_align: 0.1878 loss_distill: 2.7023 
Epoch: [52][15/196]	 loss 2.88940	 loss_align: 0.2335 loss_distill: 2.6559 
Epoch: [52][20/196]	 loss 2.78258	 loss_align: 0.1383 loss_distill: 2.6443 
Epoch: [52][25/196]	 loss 2.64678	 loss_align: 0.0953 loss_distill: 2.5515 
Epoch: [52][30/196]	 loss 2.66930	 loss_align: 0.0873 loss_distill: 2.5820 
Epoch: [52][35/196]	 loss 2.85049	 loss_align: 0.1255 loss_distill: 2.7250 
Epoch: [52][40/196]	 loss 2.61160	 loss_align: 0.1466 loss_distill: 2.4650 
Epoch: [52][45/196]	 loss 2.90118	 loss_align: 0.1151 loss_distill: 2.7861 
Epoch: [52][50/196]	 loss 2.60912	 loss_align: 0.1447 loss_distill: 2.4645 
Epoch: [52][55/196]	 loss 2.77216	 loss_align: 0.0832 loss_distill: 2.6890 
Epoch: [52][60/196]	 loss 2.59680	 loss_align: 0.0883 loss_distill: 2.5085 
Epoch: [52][65/196]	 loss 2.84656	 loss_align: 0.1482 loss_distill: 2.6984 
Epoch: [52][70/196]	 loss 2.88189	 loss_align: 0.0896 loss_distill: 2.7923 
Epoch: [52][75/196]	 loss 2.53503	 loss_align: 0.0934 loss_distill: 2.4416 
Epoch: [52][80/196]	 loss 2.73031	 loss_align: 0.1665 loss_distill: 2.5638 
Epoch: [52][85/196]	 loss 2.83326	 loss_align: 0.1355 loss_distill: 2.6978 
Epoch: [52][90/196]	 loss 2.89960	 loss_align: 0.1148 loss_distill: 2.7848 
Epoch: [52][95/196]	 loss 2.74836	 loss_align: 0.1407 loss_distill: 2.6077 
Epoch: [52][100/196]	 loss 2.59559	 loss_align: 0.0787 loss_distill: 2.5168 
Epoch: [52][105/196]	 loss 2.74445	 loss_align: 0.0786 loss_distill: 2.6658 
Epoch: [52][110/196]	 loss 2.87788	 loss_align: 0.1799 loss_distill: 2.6980 
Epoch: [52][115/196]	 loss 2.59398	 loss_align: 0.0803 loss_distill: 2.5137 
Epoch: [52][120/196]	 loss 2.70499	 loss_align: 0.0902 loss_distill: 2.6148 
Epoch: [52][125/196]	 loss 2.38072	 loss_align: 0.0723 loss_distill: 2.3085 
Epoch: [52][130/196]	 loss 2.37416	 loss_align: 0.0858 loss_distill: 2.2884 
Epoch: [52][135/196]	 loss 2.61923	 loss_align: 0.1130 loss_distill: 2.5063 
Epoch: [52][140/196]	 loss 2.76416	 loss_align: 0.1140 loss_distill: 2.6502 
Epoch: [52][145/196]	 loss 2.79119	 loss_align: 0.1644 loss_distill: 2.6267 
Epoch: [52][150/196]	 loss 2.71362	 loss_align: 0.0886 loss_distill: 2.6250 
Epoch: [52][155/196]	 loss 2.65772	 loss_align: 0.0968 loss_distill: 2.5610 
Epoch: [52][160/196]	 loss 2.69636	 loss_align: 0.1021 loss_distill: 2.5943 
